a2_1,a2v_1,a2_2,a2v_2
0.766335,0.416762,0.76618,0.416821
0.786795,0.4092,0.786643,0.409259
0.806877,0.401642,0.806728,0.401701
0.826581,0.394088,0.826435,0.394146
0.845908,0.386535,0.845765,0.386593
0.864857,0.378983,0.864717,0.379041
0.883429,0.371431,0.883292,0.371489
0.901623,0.363878,0.901488,0.363935
0.919439,0.356323,0.919307,0.35638
0.936877,0.348766,0.936749,0.348823
0.953938,0.341206,0.953812,0.341262
0.97062,0.333642,0.970496,0.333698
0.986923,0.326075,0.986803,0.326131
1.00285,0.318505,1.00273,0.31856
1.0184,0.310931,1.01828,0.310986
1.03356,0.303354,1.03345,0.303409
1.04835,0.295775,1.04824,0.29583
1.06276,0.288195,1.06265,0.288249
1.07679,0.280614,1.07669,0.280668
1.09044,0.273034,1.09034,0.273087
1.10372,0.265456,1.10362,0.265509
1.11661,0.257881,1.11651,0.257933
1.12913,0.25031,1.12903,0.250363
1.14126,0.242747,1.14117,0.242799
1.15302,0.235192,1.15293,0.235244
1.16441,0.227648,1.16432,0.227699
1.17541,0.220116,1.17533,0.220167
1.18604,0.212599,1.18596,0.21265
1.1963,0.2051,1.19622,0.20515
1.20618,0.19762,1.2061,0.19767
1.21569,0.190163,1.21561,0.190212
1.22482,0.182731,1.22475,0.182779
1.23359,0.175326,1.23352,0.175374
1.24199,0.167952,1.24192,0.167999
1.25002,0.160611,1.24995,0.160658
1.25768,0.153307,1.25762,0.153353
1.26498,0.146042,1.26492,0.146088
1.27192,0.13882,1.27187,0.138865
1.27851,0.131643,1.27845,0.131688
1.28473,0.124516,1.28468,0.12456
1.2906,0.117441,1.29055,0.117484
1.29613,0.110422,1.29608,0.110465
1.3013,0.103464,1.30125,0.103506
1.30613,0.0965683,1.30608,0.0966097
1.31061,0.0897404,1.31057,0.0897812
1.31476,0.082984,1.31472,0.0830242
1.31858,0.0763033,1.31854,0.0763427
1.32206,0.0697025,1.32203,0.0697412
1.32522,0.0631862,1.32519,0.0632242
1.32806,0.0567591,1.32803,0.0567964
1.33058,0.050426,1.33055,0.0504626
1.33279,0.0441921,1.33276,0.0442279
1.3347,0.0380625,1.33467,0.0380976
1.3363,0.0320428,1.33627,0.0320771
1.3376,0.0261388,1.33758,0.0261723
1.33862,0.0203563,1.3386,0.020389
1.33936,0.0147015,1.33934,0.0147334
1.33982,0.00918065,1.3398,0.00921177
1.34001,0.00380038,1.33999,0.00383068
1.33993,-0.00143266,1.33992,-0.00140318
1.33961,-0.00651164,1.33959,-0.00648299
1.33904,-0.0114296,1.33902,-0.0114018
1.33823,-0.0161796,1.33822,-0.0161527
1.33719,-0.0207546,1.33718,-0.0207285
1.33593,-0.0251477,1.33592,-0.0251225
1.33447,-0.0293521,1.33446,-0.0293277
1.3328,-0.0333612,1.33279,-0.0333376
1.33094,-0.0371686,1.33093,-0.0371459
1.3289,-0.0407684,1.3289,-0.0407465
1.32669,-0.0441552,1.32669,-0.0441342
1.32433,-0.0473242,1.32432,-0.047304
1.32181,-0.0502711,1.32181,-0.0502517
1.31916,-0.0529926,1.31916,-0.0529741
1.31639,-0.0554862,1.31639,-0.0554684
1.3135,-0.0577504,1.3135,-0.0577334
1.31051,-0.0597846,1.31052,-0.0597683
1.30743,-0.0615895,1.30744,-0.061574
1.30427,-0.0631669,1.30428,-0.063152
1.30105,-0.0645197,1.30105,-0.0645054
1.29777,-0.0656519,1.29777,-0.0656383
1.29444,-0.0665689,1.29444,-0.0665558
1.29107,-0.0672769,1.29108,-0.0672644
1.28768,-0.0677835,1.28769,-0.0677714
1.28428,-0.068097,1.28429,-0.0680853
1.28087,-0.0682266,1.28088,-0.0682153
1.27746,-0.0681824,1.27747,-0.0681715
1.27406,-0.0679751,1.27407,-0.0679644
1.27068,-0.0676157,1.27069,-0.0676052
1.26732,-0.0671158,1.26733,-0.0671055
1.264,-0.0664872,1.26401,-0.0664771
1.26071,-0.0657418,1.26072,-0.0657318
1.25747,-0.0648915,1.25748,-0.0648816
1.25427,-0.0639481,1.25428,-0.0639382
1.25112,-0.0629231,1.25114,-0.0629132
1.24803,-0.0618277,1.24805,-0.0618178
1.245,-0.0606729,1.24501,-0.0606629
1.24203,-0.059469,1.24204,-0.0594589
1.23911,-0.058226,1.23913,-0.0582158
1.23627,-0.0569532,1.23628,-0.0569428
1.23348,-0.0556594,1.2335,-0.0556488
1.23077,-0.0543528,1.23078,-0.0543421
1.22811,-0.0530411,1.22813,-0.0530301
1.22553,-0.0517312,1.22555,-0.0517201
1.22301,-0.0504297,1.22302,-0.0504183
1.22055,-0.0491424,1.22057,-0.0491308
1.21816,-0.0478746,1.21817,-0.0478627
1.21582,-0.0466311,1.21584,-0.046619
1.21355,-0.0454163,1.21357,-0.0454039
1.21134,-0.0442339,1.21136,-0.0442212
1.20919,-0.0430872,1.20921,-0.0430743
1.20709,-0.0419793,1.20711,-0.0419661
1.20504,-0.0409127,1.20507,-0.0408993
1.20305,-0.0398895,1.20307,-0.0398758
1.2011,-0.0389117,1.20113,-0.0388977
1.1992,-0.0379806,1.19923,-0.0379664
1.19735,-0.0370976,1.19737,-0.0370831
1.19554,-0.0362637,1.19556,-0.0362489
1.19376,-0.0354795,1.19379,-0.0354645
1.19202,-0.0347457,1.19205,-0.0347305
1.19032,-0.0340625,1.19035,-0.034047
1.18865,-0.0334301,1.18868,-0.0334144
1.18701,-0.0328484,1.18704,-0.0328325
1.18539,-0.0323174,1.18542,-0.0323013
1.1838,-0.0318366,1.18383,-0.0318204
1.18223,-0.0314058,1.18226,-0.0313894
1.18068,-0.0310244,1.18071,-0.0310077
1.17914,-0.0306917,1.17918,-0.0306749
1.17762,-0.0304071,1.17766,-0.0303901
1.17611,-0.0301698,1.17615,-0.0301527
1.17462,-0.029979,1.17465,-0.0299617
1.17312,-0.0298337,1.17316,-0.0298163
1.17164,-0.0297331,1.17168,-0.0297156
1.17015,-0.0296761,1.17019,-0.0296585
1.16867,-0.0296617,1.16871,-0.0296439
1.16719,-0.0296887,1.16723,-0.0296709
1.1657,-0.0297563,1.16574,-0.0297384
1.1642,-0.0298631,1.16425,-0.0298451
1.1627,-0.030008,1.16275,-0.02999
1.16119,-0.0301899,1.16124,-0.0301718
1.15967,-0.0304076,1.15972,-0.0303894
1.15814,-0.0306598,1.15819,-0.0306417
1.15659,-0.0309454,1.15664,-0.0309273
1.15503,-0.0312632,1.15508,-0.031245
1.15345,-0.0316118,1.1535,-0.0315937
1.15185,-0.0319902,1.1519,-0.031972
1.15023,-0.0323969,1.15028,-0.0323788
1.14859,-0.0328308,1.14864,-0.0328127
1.14693,-0.0332906,1.14698,-0.0332725
1.14524,-0.033775,1.14529,-0.033757
1.14352,-0.0342829,1.14358,-0.0342649
1.14178,-0.0348128,1.14184,-0.034795
1.14001,-0.0353637,1.14007,-0.0353459
1.13822,-0.0359341,1.13827,-0.0359164
1.13639,-0.0365229,1.13645,-0.0365053
1.13453,-0.0371287,1.13459,-0.0371113
1.13265,-0.0377504,1.13271,-0.0377331
1.13073,-0.0383866,1.13079,-0.0383694
1.12878,-0.039036,1.12884,-0.0390191
1.12679,-0.0396975,1.12685,-0.0396807
1.12477,-0.0403698,1.12484,-0.0403532
1.12272,-0.0410515,1.12278,-0.0410351
1.12063,-0.0417415,1.1207,-0.0417253
1.11851,-0.0424384,1.11858,-0.0424224
1.11635,-0.043141,1.11642,-0.0431252
1.11416,-0.043848,1.11423,-0.0438325
1.11193,-0.0445582,1.112,-0.044543
1.10967,-0.0452703,1.10974,-0.0452553
1.10737,-0.045983,1.10744,-0.0459683
1.10504,-0.046695,1.10511,-0.0466806
1.10267,-0.0474051,1.10274,-0.047391
1.10026,-0.048112,1.10033,-0.0480982
1.09782,-0.0488144,1.09789,-0.0488009
1.09534,-0.049511,1.09542,-0.0494978
1.09283,-0.0502005,1.09291,-0.0501877
1.09029,-0.0508816,1.09036,-0.0508692
1.08771,-0.0515531,1.08779,-0.0515411
1.0851,-0.0522136,1.08518,-0.052202
1.08246,-0.0528619,1.08253,-0.0528507
1.07978,-0.0534965,1.07986,-0.0534858
1.07708,-0.0541163,1.07715,-0.0541059
1.07434,-0.0547198,1.07442,-0.0547099
1.07158,-0.0553057,1.07165,-0.0552963
1.06878,-0.0558727,1.06886,-0.0558638
1.06596,-0.0564195,1.06604,-0.0564111
1.06311,-0.0569446,1.06319,-0.0569367
1.06024,-0.0574468,1.06032,-0.0574394
1.05735,-0.0579246,1.05743,-0.0579178
1.05443,-0.0583767,1.05451,-0.0583704
1.05149,-0.0588017,1.05157,-0.058796
1.04853,-0.0591981,1.04861,-0.059193
1.04555,-0.0595647,1.04563,-0.0595602
1.04255,-0.0598999,1.04264,-0.059896
1.03954,-0.0602023,1.03963,-0.0601991
1.03652,-0.0604706,1.0366,-0.060468
1.03348,-0.0607033,1.03357,-0.0607014
1.03044,-0.0608988,1.03052,-0.0608976
1.02739,-0.0610558,1.02747,-0.0610553
1.02433,-0.0611728,1.02441,-0.0611731
1.02127,-0.0612484,1.02135,-0.0612493
1.0182,-0.0612809,1.01828,-0.0612826
1.01514,-0.061269,1.01522,-0.0612715
1.01208,-0.0612111,1.01216,-0.0612144
1.00902,-0.0611057,1.0091,-0.0611098
1.00598,-0.0609513,1.00606,-0.0609563
1.00294,-0.0607464,1.00302,-0.0607522
0.999913,-0.0604895,0.999994,-0.0604962
0.996904,-0.060179,0.996985,-0.0601865
0.993914,-0.0598133,0.993994,-0.0598218
0.990944,-0.0593911,0.991024,-0.0594004
0.987999,-0.0589106,0.988078,-0.0589209
0.98508,-0.0583704,0.985159,-0.0583817
0.982192,-0.057769,0.98227,-0.0577813
0.979336,-0.0571049,0.979414,-0.0571181
0.976518,-0.0563764,0.976594,-0.0563907
0.973738,-0.0555822,0.973814,-0.0555975
0.971002,-0.0547208,0.971078,-0.0547371
0.968313,-0.0537906,0.968387,-0.053808
0.965673,-0.0527903,0.965747,-0.0528088
0.963087,-0.0517185,0.96316,-0.051738
0.960559,-0.0505737,0.96063,-0.0505943
0.958091,-0.0493546,0.958161,-0.0493764
0.955688,-0.04806,0.955757,-0.0480829
0.953354,-0.0466886,0.953421,-0.0467127
0.951092,-0.0452393,0.951158,-0.0452645
0.948906,-0.043711,0.948971,-0.0437374
0.946801,-0.0421027,0.946865,-0.0421303
0.94478,-0.0404135,0.944843,-0.0404423
0.942848,-0.0386427,0.942909,-0.0386727
0.941009,-0.0367896,0.941068,-0.0368207
0.939266,-0.0348537,0.939324,-0.034886
0.937624,-0.0328347,0.93768,-0.0328682
0.936088,-0.0307326,0.936142,-0.0307673
0.93466,-0.0285474,0.934713,-0.0285832
0.933346,-0.0262794,0.933397,-0.0263164
0.93215,-0.0239294,0.932199,-0.0239675
0.931075,-0.0214983,0.931122,-0.0215375
0.930126,-0.0189874,0.93017,-0.0190277
0.929306,-0.0163985,0.929348,-0.0164398
0.928619,-0.0137337,0.92866,-0.0137761
0.928069,-0.0109958,0.928108,-0.0110391
0.92766,-0.00818797,0.927696,-0.00823213
0.927394,-0.0053141,0.927428,-0.00535907
0.927275,-0.00237872,0.927307,-0.00242442
0.927306,0.000612845,0.927335,0.000566508
0.927489,0.00365448,0.927516,0.00360761
0.927825,0.00673915,0.92785,0.00669187
0.928318,0.00985885,0.928341,0.00981129
0.928969,0.0130045,0.928989,0.0129569
0.929777,0.016166,0.929794,0.0161184
0.930744,0.0193319,0.930759,0.0192845
0.931868,0.0224897,0.931881,0.0224427
0.933149,0.0256253,0.93316,0.0255789
0.934585,0.0287234,0.934594,0.028678
0.936174,0.0317676,0.93618,0.0317232
0.937911,0.0347396,0.937915,0.0346967
0.939792,0.0376203,0.939794,0.0375792
0.941811,0.0403891,0.941811,0.04035
0.943963,0.0430242,0.94396,0.0429875
0.946238,0.0455031,0.946234,0.045469
0.948628,0.0478021,0.948622,0.0477711
0.951123,0.0498974,0.951116,0.0498698
0.953711,0.0517646,0.953703,0.0517408
0.95638,0.0533796,0.956371,0.0533598
0.959116,0.0547186,0.959106,0.0547033
0.961904,0.0557589,0.961893,0.0557482
0.964728,0.0564787,0.964717,0.056473
0.967571,0.0568582,0.96756,0.0568578
0.970415,0.0568795,0.970404,0.0568846
0.973241,0.0565272,0.973231,0.056538
0.97603,0.0557886,0.976021,0.0558052
0.978763,0.054654,0.978755,0.0546765
0.981419,0.0531168,0.981412,0.0531452
0.983978,0.0511737,0.983973,0.051208
0.986419,0.0488246,0.986416,0.0488647
0.988722,0.0460724,0.988722,0.0461183
0.990869,0.0429231,0.990871,0.0429747
0.992838,0.0393854,0.992843,0.0394424
0.994611,0.0354704,0.99462,0.0355327
0.996171,0.0311913,0.996183,0.0312586
0.997499,0.0265629,0.997514,0.026635
0.998579,0.0216017,0.998598,0.0216782
0.999395,0.0163248,0.999418,0.0164055
0.999933,0.0107503,0.99996,0.0108349
1.00018,0.0048965,1.00021,0.00498478
1.00012,-0.00121814,1.00015,-0.00112651
0.999738,-0.00757534,0.999779,-0.00748065
0.99903,-0.0141572,0.999076,-0.0140597
0.997983,-0.0209463,0.998034,-0.0208463
0.996587,-0.0279258,0.996643,-0.0278235
0.994833,-0.0350798,0.994894,-0.0349754
0.992713,-0.0423929,0.99278,-0.0422868
0.99022,-0.0498508,0.990292,-0.0497431
0.987348,-0.0574399,0.987426,-0.0573308
0.984091,-0.0651475,0.984174,-0.0650371
0.980443,-0.0729616,0.980531,-0.0728501
0.976399,-0.0808711,0.976494,-0.0807588
0.971956,-0.0888657,0.972056,-0.0887526
0.967109,-0.0969356,0.967215,-0.0968219
0.961856,-0.105072,0.961967,-0.104958
0.956192,-0.113266,0.956309,-0.113152
0.950117,-0.121511,0.95024,-0.121396
0.943627,-0.129798,0.943755,-0.129683
0.936721,-0.138122,0.936855,-0.138007
0.929397,-0.146476,0.929537,-0.146361
0.921654,-0.154853,0.9218,-0.154738
0.913492,-0.163249,0.913643,-0.163135
0.904909,-0.171659,0.905066,-0.171544
0.895905,-0.180077,0.896068,-0.179963
0.88648,-0.188499,0.886649,-0.188385
0.876634,-0.19692,0.876808,-0.196807
0.866367,-0.205337,0.866547,-0.205225
0.85568,-0.213747,0.855865,-0.213635
0.844573,-0.222145,0.844764,-0.222033
0.833046,-0.230528,0.833243,-0.230417
0.821101,-0.238894,0.821304,-0.238783
0.808739,-0.247239,0.808947,-0.24713
0.795961,-0.255562,0.796175,-0.255453
0.782768,-0.263859,0.782987,-0.263751
0.769162,-0.272129,0.769386,-0.272022
0.755144,-0.28037,0.755373,-0.280263
0.740715,-0.28858,0.740949,-0.288474
0.725877,-0.296758,0.726116,-0.296653
0.710631,-0.304903,0.710877,-0.304799
0.694981,-0.313013,0.695231,-0.31291
0.678926,-0.321088,0.679182,-0.320986
0.66247,-0.329128,0.66273,-0.329026
0.645614,-0.337131,0.645879,-0.337031
0.628359,-0.345099,0.628629,-0.344999
0.610707,-0.35303,0.610982,-0.352932
0.592661,-0.360926,0.592941,-0.360828
0.574221,-0.368787,0.574506,-0.36869
0.555391,-0.376612,0.555681,-0.376516
0.536171,-0.384404,0.536465,-0.384309
0.516563,-0.392162,0.516862,-0.392067
0.496568,-0.399886,0.496872,-0.399793
0.476189,-0.407579,0.476498,-0.407486
0.455427,-0.41524,0.455741,-0.415148
0.434284,-0.422869,0.434602,-0.422778
0.412761,-0.430467,0.413083,-0.430376
0.390859,-0.438033,0.391186,-0.437943
0.368581,-0.445566,0.368912,-0.445477
0.345927,-0.453065,0.346263,-0.452977
0.322901,-0.460528,0.323241,-0.460441
0.299503,-0.467951,0.299848,-0.467865
0.275737,-0.47533,0.276085,-0.475245
0.251604,-0.482658,0.251957,-0.482575
0.227108,-0.48993,0.227464,-0.489847
0.202251,-0.497134,0.202612,-0.497053
0.177038,-0.504261,0.177403,-0.504181
0.151473,-0.511296,0.151842,-0.511218
0.125562,-0.518222,0.125934,-0.518146
0.0993109,-0.52502,0.099687,-0.524947
0.0727275,-0.531668,0.0731072,-0.531597
0.0458205,-0.53814,0.0462036,-0.538072
0.0186002,-0.544406,0.0189865,-0.544342
-0.00892153,-0.550435,-0.00853225,-0.550374
-0.036731,-0.55619,-0.0363389,-0.556133
-0.0648126,-0.561632,-0.064418,-0.561581
-0.0931486,-0.566721,-0.0927517,-0.566675
-0.121719,-0.571413,-0.12132,-0.571373
-0.150503,-0.575665,-0.150102,-0.575632
-0.179474,-0.579434,-0.179072,-0.579407
-0.208608,-0.582677,-0.208205,-0.582658
-0.237876,-0.585357,-0.237473,-0.585346
-0.267248,-0.587438,-0.266844,-0.587436
-0.296693,-0.588894,-0.296289,-0.5889
-0.326178,-0.589702,-0.325775,-0.589717
-0.35567,-0.58985,-0.355269,-0.589874
-0.385137,-0.589334,-0.384737,-0.589367
-0.414545,-0.58816,-0.414147,-0.588201
-0.443862,-0.586342,-0.443467,-0.586392
-0.473057,-0.583904,-0.472665,-0.583961
-0.502101,-0.580875,-0.501712,-0.58094
-0.530965,-0.577293,-0.53058,-0.577365
-0.559625,-0.573199,-0.559244,-0.573277
-0.588057,-0.568639,-0.58768,-0.568723
-0.61624,-0.563659,-0.615868,-0.563748
-0.644156,-0.558308,-0.643788,-0.558401
-0.671787,-0.552632,-0.671424,-0.552728
-0.699121,-0.546675,-0.698763,-0.546775
-0.726145,-0.540482,-0.725792,-0.540584
-0.75285,-0.534091,-0.752502,-0.534195
-0.779227,-0.52754,-0.778884,-0.527645
-0.80527,-0.520859,-0.804932,-0.520966
-0.830974,-0.51408,-0.830642,-0.514187
-0.856335,-0.507227,-0.856008,-0.507334
-0.881351,-0.500323,-0.88103,-0.50043
-0.906021,-0.493386,-0.905704,-0.493493
-0.930342,-0.486433,-0.930032,-0.48654
-0.954316,-0.479478,-0.954011,-0.479585
-0.977943,-0.472532,-0.977643,-0.472638
-1.00122,-0.465604,-1.00093,-0.46571
-1.02416,-0.458703,-1.02387,-0.458808
-1.04675,-0.451833,-1.04647,-0.451937
-1.069,-0.444999,-1.06872,-0.445103
-1.09091,-0.438206,-1.09064,-0.438308
-1.11248,-0.431455,-1.11221,-0.431557
-1.13372,-0.424749,-1.13346,-0.42485
-1.15462,-0.418089,-1.15437,-0.418189
-1.1752,-0.411476,-1.17494,-0.411574
-1.19544,-0.404909,-1.19519,-0.405007
-1.21536,-0.398389,-1.21512,-0.398486
-1.23496,-0.391916,-1.23472,-0.392012
-1.25423,-0.385489,-1.254,-0.385584
-1.27319,-0.379108,-1.27296,-0.379202
-1.29183,-0.372771,-1.2916,-0.372864
-1.31015,-0.36648,-1.30993,-0.366572
-1.32816,-0.360232,-1.32795,-0.360323
-1.34586,-0.354027,-1.34565,-0.354117
-1.36326,-0.347865,-1.36305,-0.347954
-1.38034,-0.341745,-1.38014,-0.341834
-1.39713,-0.335667,-1.39693,-0.335754
-1.41361,-0.32963,-1.41342,-0.329716
-1.42979,-0.323633,-1.4296,-0.323719
-1.44568,-0.317678,-1.44549,-0.317763
-1.46126,-0.311763,-1.46108,-0.311848
-1.47656,-0.305889,-1.47638,-0.305973
-1.49156,-0.300056,-1.49139,-0.300138
-1.50627,-0.294263,-1.50611,-0.294345
-1.5207,-0.288511,-1.52053,-0.288592
-1.53484,-0.282801,-1.53468,-0.282881
-1.5487,-0.277133,-1.54854,-0.277212
-1.56227,-0.271506,-1.56212,-0.271585
-1.57557,-0.265922,-1.57542,-0.266
-1.58859,-0.260382,-1.58844,-0.260459
-1.60133,-0.254885,-1.60119,-0.254961
-1.6138,-0.249434,-1.61366,-0.249508
-1.626,-0.244027,-1.62587,-0.244101
-1.63794,-0.238666,-1.63781,-0.238739
-1.6496,-0.233352,-1.64948,-0.233424
-1.66101,-0.228086,-1.66089,-0.228157
-1.67215,-0.222869,-1.67203,-0.222939
-1.68304,-0.2177,-1.68292,-0.21777
-1.69367,-0.212582,-1.69355,-0.212651
-1.70404,-0.207516,-1.70393,-0.207583
-1.71417,-0.202501,-1.71406,-0.202567
-1.72404,-0.197539,-1.72394,-0.197604
-1.73368,-0.19263,-1.73358,-0.192695
-1.74306,-0.187776,-1.74297,-0.18784
-1.75221,-0.182978,-1.75212,-0.18304
-1.76113,-0.178236,-1.76104,-0.178297
-1.7698,-0.173551,-1.76972,-0.173611
-1.77825,-0.168924,-1.77816,-0.168983
-1.78647,-0.164356,-1.78639,-0.164414
-1.79446,-0.159847,-1.79438,-0.159904
-1.80223,-0.155398,-1.80215,-0.155454
-1.80978,-0.15101,-1.80971,-0.151065
-1.81711,-0.146683,-1.81704,-0.146737
-1.82424,-0.142418,-1.82417,-0.142471
-1.83115,-0.138216,-1.83108,-0.138268
-1.83785,-0.134078,-1.83779,-0.134129
-1.84435,-0.130002,-1.84429,-0.130052
-1.85065,-0.125991,-1.85059,-0.12604
-1.85675,-0.122045,-1.8567,-0.122093
-1.86266,-0.118164,-1.86261,-0.118211
-1.86838,-0.114348,-1.86833,-0.114393
-1.87391,-0.110597,-1.87386,-0.110642
-1.87925,-0.106913,-1.87921,-0.106956
-1.88442,-0.103294,-1.88437,-0.103337
-1.8894,-0.0997423,-1.88936,-0.0997839
-1.89422,-0.0962567,-1.89418,-0.0962973
-1.89886,-0.0928377,-1.89882,-0.0928773
-1.90333,-0.0894853,-1.9033,-0.089524
-1.90764,-0.0861997,-1.90761,-0.0862373
-1.91179,-0.0829807,-1.91176,-0.0830173
-1.91578,-0.0798283,-1.91575,-0.0798639
-1.91962,-0.0767424,-1.91959,-0.0767771
-1.92331,-0.0737229,-1.92328,-0.0737566
-1.92685,-0.0707696,-1.92682,-0.0708023
-1.93024,-0.0678823,-1.93022,-0.0679141
-1.93349,-0.0650607,-1.93347,-0.0650916
-1.93661,-0.0623046,-1.93659,-0.0623346
-1.93959,-0.0596137,-1.93957,-0.0596427
-1.94244,-0.0569875,-1.94242,-0.0570156
-1.94516,-0.0544257,-1.94514,-0.054453
-1.94776,-0.0519278,-1.94774,-0.0519542
-1.95023,-0.0494935,-1.95022,-0.049519
-1.95259,-0.0471221,-1.95257,-0.0471468
-1.95483,-0.0448131,-1.95482,-0.044837
-1.95696,-0.042566,-1.95695,-0.0425891
-1.95897,-0.0403802,-1.95897,-0.0404025
-1.96089,-0.038255,-1.96088,-0.0382765
-1.9627,-0.0361898,-1.96269,-0.0362106
-1.96441,-0.0341838,-1.9644,-0.0342038
-1.96602,-0.0322364,-1.96601,-0.0322557
-1.96754,-0.0303467,-1.96753,-0.0303653
-1.96896,-0.0285141,-1.96896,-0.028532
-1.9703,-0.0267376,-1.9703,-0.0267548
-1.97155,-0.0250164,-1.97155,-0.0250329
-1.97272,-0.0233496,-1.97272,-0.0233656
-1.9738,-0.0217365,-1.9738,-0.0217518
-1.97481,-0.0201759,-1.97481,-0.0201906
-1.97575,-0.018667,-1.97575,-0.0186811
-1.97661,-0.0172089,-1.97661,-0.0172224
-1.9774,-0.0158004,-1.9774,-0.0158134
-1.97812,-0.0144407,-1.97812,-0.0144531
-1.97877,-0.0131286,-1.97878,-0.0131406
-1.97937,-0.0118631,-1.97937,-0.0118746
-1.9799,-0.0106431,-1.9799,-0.0106542
-1.98037,-0.00946761,-1.98038,-0.00947823
-1.98079,-0.00833542,-1.9808,-0.00834562
-1.98115,-0.00724543,-1.98116,-0.00725523
-1.98146,-0.00619651,-1.98147,-0.00620593
-1.98172,-0.00518749,-1.98173,-0.00519655
-1.98193,-0.0042172,-1.98194,-0.00422594
-1.9821,-0.00328448,-1.9821,-0.0032929
-1.98222,-0.00238812,-1.98222,-0.00239625
-1.98229,-0.00152694,-1.9823,-0.00153479
-1.98233,-0.000699712,-1.98234,-0.000707318
-1.98232,9.47724e-05,-1.98233,8.73956e-05
-1.98228,0.000857738,-1.98229,0.000850569
-1.9822,0.00159042,-1.98221,0.00158343
-1.98208,0.00229404,-1.9821,0.00228722
-1.98194,0.00296985,-1.98195,0.00296318
-1.98176,0.00361909,-1.98177,0.00361254
-1.98154,0.00424301,-1.98156,0.00423657
-1.9813,0.00484286,-1.98131,0.00483649
-1.98103,0.00541988,-1.98104,0.00541358
-1.98073,0.00597533,-1.98074,0.00596907
-1.98041,0.00651047,-1.98042,0.00650422
-1.98005,0.00702654,-1.98007,0.00702029
-1.97968,0.00752479,-1.97969,0.00751852
-1.97928,0.00800648,-1.97929,0.00800017
-1.97885,0.00847286,-1.97887,0.00846648
-1.97841,0.00892518,-1.97842,0.00891871
-1.97794,0.00936468,-1.97795,0.00935811
-1.97745,0.00979262,-1.97747,0.00978592
-1.97694,0.0102102,-1.97696,0.0102034
-1.97641,0.0106188,-1.97642,0.0106117
-1.97586,0.0110194,-1.97587,0.0110122
-1.97529,0.0114135,-1.9753,0.0114061
-1.9747,0.0118022,-1.97471,0.0117946
-1.97409,0.0121868,-1.97411,0.0121789
-1.97346,0.0125685,-1.97348,0.0125603
-1.97281,0.0129485,-1.97283,0.0129401
-1.97215,0.0133281,-1.97216,0.0133193
-1.97146,0.0137085,-1.97148,0.0136994
-1.97076,0.0140909,-1.97078,0.0140814
-1.97003,0.0144765,-1.97005,0.0144667
-1.96929,0.0148666,-1.96931,0.0148564
-1.96853,0.0152624,-1.96855,0.0152518
-1.96774,0.0156652,-1.96776,0.0156542
-1.96694,0.0160761,-1.96696,0.0160646
-1.96611,0.0164964,-1.96614,0.0164844
-1.96527,0.0169273,-1.96529,0.0169148
-1.9644,0.01737,-1.96442,0.017357
-1.96351,0.0178258,-1.96353,0.0178123
-1.96259,0.0182958,-1.96262,0.0182818
-1.96165,0.0187814,-1.96168,0.0187668
-1.96069,0.0192837,-1.96072,0.0192685
-1.9597,0.019804,-1.95973,0.0197882
-1.95868,0.0203435,-1.95871,0.0203271
-1.95764,0.0209034,-1.95767,0.0208863
-1.95656,0.0214849,-1.95659,0.0214672
-1.95546,0.0220893,-1.95549,0.0220709
-1.95432,0.0227179,-1.95435,0.0226987
-1.95315,0.0233717,-1.95319,0.0233518
-1.95195,0.0240521,-1.95198,0.0240314
-1.95071,0.0247602,-1.95075,0.0247388
-1.94944,0.0254973,-1.94947,0.0254751
-1.94812,0.0262646,-1.94816,0.0262416
-1.94677,0.0270633,-1.94681,0.0270395
-1.94538,0.0278946,-1.94542,0.0278699
-1.94394,0.0287597,-1.94398,0.0287341
-1.94246,0.0296597,-1.9425,0.0296333
-1.94093,0.0305959,-1.94097,0.0305686
-1.93935,0.0315694,-1.93939,0.0315412
-1.93772,0.0325814,-1.93777,0.0325522
-1.93604,0.033633,-1.93609,0.0336029
-1.9343,0.0347255,-1.93435,0.0346943
-1.93251,0.0358598,-1.93256,0.0358277
-1.93066,0.0370371,-1.93071,0.037004
-1.92874,0.0382585,-1.9288,0.0382244
-1.92677,0.0395251,-1.92682,0.03949
-1.92472,0.040838,-1.92478,0.0408018
-1.92261,0.0421982,-1.92268,0.0421609
-1.92043,0.0436066,-1.9205,0.0435683
-1.91818,0.0450645,-1.91825,0.045025
-1.91585,0.0465726,-1.91592,0.0465321
-1.91345,0.048132,-1.91351,0.0480904
-1.91096,0.0497436,-1.91103,0.0497009
-1.90839,0.0514084,-1.90846,0.0513645
-1.90573,0.0531272,-1.90581,0.0530821
-1.90299,0.0549008,-1.90306,0.0548546
-1.90015,0.0567302,-1.90023,0.0566828
-1.89722,0.0586161,-1.8973,0.0585676
-1.89419,0.0605593,-1.89428,0.0605096
-1.89106,0.0625605,-1.89115,0.0625096
-1.88783,0.0646205,-1.88792,0.0645684
-1.8845,0.0667399,-1.88459,0.0666866
-1.88105,0.0689194,-1.88114,0.0688649
-1.87749,0.0711597,-1.87759,0.071104
-1.87382,0.0734612,-1.87392,0.0734043
-1.87003,0.0758245,-1.87013,0.0757664
-1.86611,0.0782502,-1.86622,0.0781909
-1.86208,0.0807388,-1.86219,0.0806782
-1.85791,0.0832906,-1.85803,0.0832288
